reporting_week,reporting_month,reporting_quarter,reporting_year,product_group_l1,product_name,product,region,country,channel,channel_type,customer_segment,acquisition_channel,customer_type,volume,revenue
2024-10-21,2024-10-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,692671,212171
2024-10-21,2024-10-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,254703,75490
2024-10-21,2024-10-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,265512,50471
2024-10-21,2024-10-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,175779,35180
2024-10-21,2024-10-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,95780,20075
2024-10-21,2024-10-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,40919,8360
2024-10-21,2024-10-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,846025,310609
2024-10-21,2024-10-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,581031,196187
2024-10-21,2024-10-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,341890,122043
2024-10-21,2024-10-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,135744,47683
2024-10-21,2024-10-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1132482,302972
2024-10-21,2024-10-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,667384,180308
2024-10-21,2024-10-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,441401,126973
2024-10-21,2024-10-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,155051,42116
2024-10-28,2024-10-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1667723,494356
2024-10-28,2024-10-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1122377,320678
2024-10-28,2024-10-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,616719,181804
2024-10-28,2024-10-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,250542,77161
2024-10-28,2024-10-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,266529,51780
2024-10-28,2024-10-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,173166,36041
2024-10-28,2024-10-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,106029,21569
2024-10-28,2024-10-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,38647,7626
2024-10-28,2024-10-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,832840,303072
2024-10-28,2024-10-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,602186,210694
2024-10-28,2024-10-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,353170,122496
2024-10-28,2024-10-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,139042,49740
2024-10-28,2024-10-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1120114,299024
2024-10-28,2024-10-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,667024,179753
2024-10-28,2024-10-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,413581,117601
2024-10-28,2024-10-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,171069,49131
2024-11-04,2024-11-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1434043,441908
2024-11-04,2024-11-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1011881,317006
2024-11-04,2024-11-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,589932,174833
2024-11-04,2024-11-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,233980,69274
2024-11-04,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,247450,48061
2024-11-04,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,165238,32199
2024-11-04,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,104457,21690
2024-11-04,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,40160,7866
2024-11-04,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,802623,293366
2024-11-04,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,594438,216323
2024-11-04,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,356945,123656
2024-11-04,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,127292,42844
2024-11-04,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1041833,297767
2024-11-04,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,697863,203686
2024-11-04,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,387906,111958
2024-11-04,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,161949,44890
2024-11-11,2024-11-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1498132,435028
2024-11-11,2024-11-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,969871,281623
2024-11-11,2024-11-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,673379,201900
2024-11-11,2024-11-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,248769,77878
2024-11-11,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,236303,49048
2024-11-11,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,163638,31659
2024-11-11,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,100128,19647
2024-11-11,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,39560,7615
2024-11-11,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,909143,308779
2024-11-11,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,557446,185626
2024-11-11,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,332959,118644
2024-11-11,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,126251,44122
2024-11-11,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1048681,296457
2024-11-11,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,729101,203527
2024-11-11,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,426696,123293
2024-11-11,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,170780,46732
2024-11-18,2024-11-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1598954,495054
2024-11-18,2024-11-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,977083,283231
2024-11-18,2024-11-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,634953,182522
2024-11-18,2024-11-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,232117,67837
2024-11-18,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,239263,47264
2024-11-18,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,172730,35877
2024-11-18,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,100707,20012
2024-11-18,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,38663,7749
2024-11-18,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,834588,278589
2024-11-18,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,555585,185551
2024-11-18,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,369291,123539
2024-11-18,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,124471,44087
2024-11-18,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1035898,290149
2024-11-18,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,707659,192492
2024-11-18,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,394029,105469
2024-11-18,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,168053,47303
2024-11-25,2024-11-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1652056,480413
2024-11-25,2024-11-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1009521,313585
2024-11-25,2024-11-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,661660,195144
2024-11-25,2024-11-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,255858,73672
2024-11-25,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,251955,48632
2024-11-25,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,170501,32728
2024-11-25,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,101884,20410
2024-11-25,2024-11-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,36017,6969
2024-11-25,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,903956,303161
2024-11-25,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,560325,200198
2024-11-25,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,346144,116418
2024-11-25,2024-11-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,141957,48915
2024-11-25,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1018935,285675
2024-11-25,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,685919,185219
2024-11-25,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,437266,124621
2024-11-25,2024-11-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,162362,45219
2024-12-02,2024-12-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1644292,472444
2024-12-02,2024-12-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,966811,297201
2024-12-02,2024-12-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,618974,180356
2024-12-02,2024-12-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,237197,70047
2024-12-02,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,242999,50667
2024-12-02,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,149222,28532
2024-12-02,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,96222,19425
2024-12-02,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,36380,7499
2024-12-02,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,931430,318125
2024-12-02,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,592933,202766
2024-12-02,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,353009,119806
2024-12-02,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,134501,47153
2024-12-02,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1064573,312713
2024-12-02,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,666255,191648
2024-12-02,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,417991,118307
2024-12-02,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,163807,44459
2024-12-09,2024-12-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1503987,452723
2024-12-09,2024-12-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1079620,335669
2024-12-09,2024-12-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,598681,179226
2024-12-09,2024-12-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,230130,71457
2024-12-09,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,248049,50631
2024-12-09,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,151312,30429
2024-12-09,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,95429,19070
2024-12-09,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,35547,6877
2024-12-09,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,834133,299765
2024-12-09,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,580425,203525
2024-12-09,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,326323,113788
2024-12-09,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,133707,44557
2024-12-09,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1023685,289026
2024-12-09,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,762588,206041
2024-12-09,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,418942,118036
2024-12-09,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,168928,45229
2024-12-16,2024-12-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1673290,522289
2024-12-16,2024-12-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1134017,349057
2024-12-16,2024-12-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,648478,197721
2024-12-16,2024-12-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,242327,72845
2024-12-16,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,229363,47157
2024-12-16,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,151453,31487
2024-12-16,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,89330,18425
2024-12-16,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,34187,6535
2024-12-16,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,959299,322087
2024-12-16,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,572499,205834
2024-12-16,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,346384,125256
2024-12-16,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,145778,52438
2024-12-16,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1101863,299851
2024-12-16,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,670346,194291
2024-12-16,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,425255,113532
2024-12-16,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,169511,46773
2024-12-23,2024-12-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,NA,US,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1470025,454790
2024-12-23,2024-12-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,1040830,312941
2024-12-23,2024-12-01,2024-Q4,2024,Core Products,Core Product,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,616977,177330
2024-12-23,2024-12-01,2024-Q4,2024,Core Products,Core Product,Monthly Subscription,LATAM,Mexico,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,253051,74303
2024-12-23,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,NA,Canada,Direct,Sales-Led,SMB,Organic Search,Traditional,243277,49709
2024-12-23,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,EMEA,France,Partner,Partner-Led,SMB,Paid Search,Traditional,143915,30003
2024-12-23,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Volume License,APAC,Japan,Self-Serve,Product-Led,SMB,Referral,Traditional,97925,20452
2024-12-23,2024-12-01,2024-Q4,2024,Core Products,Support Add-on,Monthly Subscription,LATAM,Brazil,Inbound,Marketing-Led,SMB,Partnership,Traditional,34494,6746
2024-12-23,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,NA,US,Direct,Sales-Led,Mid-Market,Organic Search,Digital-First,880962,323680
2024-12-23,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,EMEA,UK,Partner,Partner-Led,Mid-Market,Paid Search,Digital-First,598740,217612
2024-12-23,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Usage-Based,APAC,Australia,Self-Serve,Product-Led,Mid-Market,Referral,Digital-First,383054,127484
2024-12-23,2024-12-01,2024-Q4,2024,Growth Products,Analytics Add-on,Annual Contract,LATAM,Mexico,Inbound,Marketing-Led,Mid-Market,Partnership,Digital-First,138509,49616
2024-12-23,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,NA,Canada,Direct,Sales-Led,Enterprise,Organic Search,Tech-Native,1078863,290193
2024-12-23,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,EMEA,Germany,Partner,Partner-Led,Enterprise,Paid Search,Tech-Native,744084,218515
2024-12-23,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Annual Contract,APAC,Singapore,Self-Serve,Product-Led,Enterprise,Referral,Tech-Native,423137,116124
2024-12-23,2024-12-01,2024-Q4,2024,Growth Products,Enterprise Suite,Volume License,LATAM,Brazil,Inbound,Marketing-Led,Enterprise,Partnership,Tech-Native,164310,45559
